speed;age;miles;group
99.0;45.0;7.0;1
124.0;52.0;48.0;2
149.0;43.0;44.0;2
144.0;56.0;37.0;2
108.0;46.0;21.0;1
140.0;46.0;35.0;1
140.0;46.0;33.0;1
123.0;75.0;27.0;0
113.0;24.0;36.0;0
130.0;34.0;34.0;1
144.0;56.0;43.0;1
156.0;71.0;15.0;2
101.0;54.0;10.0;1
116.0;36.0;4.0;1
117.0;19.0;29.0;0
116.0;72.0;37.0;2
139.0;40.0;39.0;1
92.0;29.0;17.0;2
133.0;63.0;52.0;2
125.0;74.0;5.0;0
101.0;24.0;14.0;2
131.0;82.0;19.0;0
141.0;45.0;40.0;1
99.0;42.0;3.0;1
134.0;36.0;42.0;1
100.0;32.0;17.0;2
143.0;49.0;41.0;2
106.0;43.0;18.0;1
151.0;37.0;51.0;0
102.0;27.0;14.0;1
127.0;54.0;61.0;2
102.0;28.0;12.0;2
110.0;41.0;25.0;1
120.0;49.0;28.0;2
112.0;26.0;33.0;0
134.0;66.0;36.0;2
110.0;37.0;24.0;1
149.0;45.0;41.0;1
150.0;38.0;52.0;0
118.0;23.0;35.0;0
100.0;26.0;26.0;2
147.0;56.0;32.0;1
121.0;85.0;37.0;0
108.0;30.0;20.0;1
114.0;41.0;14.0;1
137.0;44.0;40.0;1
101.0;42.0;22.0;1
142.0;54.0;37.0;2
134.0;52.0;38.0;1
143.0;44.0;38.0;1
127.0;34.0;26.0;1
99.0;27.0;11.0;2
90.0;28.0;17.0;2
111.0;49.0;48.0;2
127.0;69.0;53.0;2
105.0;69.0;15.0;0
112.0;68.0;34.0;1
119.0;76.0;18.0;0
118.0;29.0;22.0;0
138.0;40.0;32.0;0
90.0;26.0;15.0;2
93.0;33.0;16.0;2
116.0;62.0;49.0;2
97.0;33.0;7.0;1
132.0;31.0;28.0;0
104.0;43.0;23.0;1
114.0;27.0;30.0;0
115.0;42.0;47.0;1
97.0;27.0;17.0;2
140.0;49.0;36.0;1
113.0;73.0;17.0;0
107.0;55.0;30.0;1
128.0;47.0;4.0;1
120.0;62.0;38.0;2
141.0;38.0;48.0;2
140.0;48.0;29.0;1
111.0;38.0;33.0;1
139.0;47.0;35.0;1
146.0;39.0;57.0;0
134.0;74.0;9.0;0
106.0;38.0;14.0;1
106.0;23.0;25.0;1
95.0;28.0;25.0;2
142.0;43.0;36.0;1
149.0;28.0;46.0;0
105.0;25.0;21.0;2
159.0;34.0;51.0;0
132.0;55.0;46.0;2
128.0;39.0;52.0;2
129.0;41.0;36.0;2
116.0;16.0;30.0;0
135.0;47.0;16.0;2
136.0;53.0;47.0;1
90.0;40.0;60.0;2
102.0;16.0;21.0;2
129.0;23.0;33.0;0
138.0;42.0;34.0;1
104.0;41.0;17.0;1
112.0;59.0;25.0;1
105.0;30.0;9.0;2
127.0;73.0;11.0;0
139.0;48.0;43.0;1
137.0;48.0;42.0;1
122.0;55.0;44.0;2
114.0;40.0;26.0;0
124.0;82.0;6.0;0
113.0;86.0;25.0;0
127.0;85.0;15.0;0
94.0;47.0;50.0;2
116.0;47.0;7.0;1
127.0;59.0;40.0;1
128.0;59.0;43.0;2
146.0;31.0;30.0;1
111.0;54.0;23.0;1
94.0;34.0;6.0;2
142.0;43.0;44.0;1
121.0;72.0;24.0;0
122.0;55.0;77.0;2
117.0;83.0;21.0;0
109.0;41.0;12.0;1
80.0;30.0;26.0;2
128.0;47.0;50.0;2
154.0;47.0;35.0;2
147.0;36.0;51.0;0
96.0;27.0;16.0;2
135.0;21.0;32.0;0
117.0;21.0;33.0;0
108.0;56.0;34.0;1
119.0;16.0;26.0;0
103.0;25.0;12.0;2
110.0;45.0;27.0;1
151.0;42.0;49.0;0
149.0;38.0;56.0;0
149.0;38.0;49.0;0
109.0;67.0;30.0;1
134.0;42.0;50.0;2
139.0;43.0;45.0;1
157.0;58.0;39.0;2
157.0;39.0;47.0;0
111.0;72.0;43.0;2
96.0;22.0;18.0;2
119.0;60.0;44.0;2
137.0;46.0;47.0;2
117.0;64.0;14.0;0
127.0;41.0;38.0;1
98.0;77.0;43.0;2
100.0;74.0;1.0;2
121.0;60.0;20.0;0
102.0;54.0;40.0;1
128.0;66.0;65.0;2
95.0;28.0;27.0;0
142.0;49.0;52.0;2
114.0;33.0;46.0;0
145.0;40.0;66.0;2
102.0;22.0;10.0;2
113.0;23.0;21.0;0
135.0;49.0;42.0;1
152.0;85.0;14.0;2
108.0;47.0;29.0;1
104.0;41.0;31.0;1
123.0;62.0;8.0;0
104.0;52.0;28.0;1
141.0;47.0;41.0;1
112.0;61.0;18.0;0
97.0;45.0;5.0;2
95.0;73.0;16.0;2
128.0;39.0;19.0;2
157.0;65.0;27.0;2
113.0;48.0;43.0;2
104.0;25.0;19.0;1
120.0;40.0;30.0;2
134.0;49.0;35.0;1
156.0;38.0;49.0;0
154.0;37.0;51.0;0
96.0;19.0;19.0;2
99.0;28.0;17.0;2
104.0;35.0;22.0;0
130.0;45.0;31.0;2
121.0;54.0;48.0;2
144.0;43.0;38.0;1
82.0;29.0;33.0;2
144.0;47.0;30.0;1
105.0;78.0;31.0;2
128.0;43.0;43.0;2
130.0;67.0;33.0;2
110.0;50.0;29.0;1
126.0;30.0;44.0;0
149.0;36.0;49.0;0
116.0;36.0;20.0;1
105.0;23.0;43.0;0
102.0;31.0;5.0;2
148.0;46.0;34.0;1
117.0;70.0;31.0;0
117.0;36.0;11.0;1
113.0;69.0;23.0;0
149.0;31.0;49.0;0
151.0;42.0;41.0;1
131.0;54.0;45.0;2
137.0;62.0;10.0;2
135.0;41.0;44.0;1
125.0;65.0;20.0;0
108.0;30.0;7.0;1
113.0;61.0;38.0;2
101.0;37.0;22.0;2
130.0;82.0;15.0;0
109.0;93.0;11.0;0
149.0;41.0;51.0;2
109.0;45.0;21.0;1
151.0;38.0;45.0;0
104.0;53.0;22.0;2
120.0;55.0;34.0;2
137.0;48.0;33.0;2
115.0;29.0;5.0;1
139.0;48.0;36.0;1
155.0;58.0;30.0;2
156.0;32.0;56.0;0
128.0;70.0;9.0;0
107.0;35.0;19.0;0
119.0;32.0;22.0;1
152.0;32.0;50.0;0
139.0;53.0;32.0;1
134.0;34.0;33.0;0
157.0;34.0;52.0;0
113.0;29.0;30.0;0
148.0;37.0;51.0;0
141.0;49.0;40.0;1
141.0;36.0;48.0;2
111.0;43.0;34.0;1
118.0;43.0;21.0;1
155.0;31.0;53.0;0
103.0;19.0;12.0;2
102.0;42.0;18.0;1
111.0;50.0;28.0;1
109.0;54.0;32.0;1
149.0;38.0;41.0;1
99.0;29.0;16.0;2
149.0;58.0;37.0;2
136.0;61.0;40.0;2
153.0;34.0;50.0;0
103.0;20.0;14.0;2
118.0;73.0;35.0;0
129.0;18.0;11.0;0
148.0;50.0;37.0;1
121.0;50.0;49.0;2
114.0;58.0;59.0;2
150.0;58.0;25.0;2
103.0;28.0;18.0;2
118.0;76.0;17.0;0
119.0;64.0;28.0;0
149.0;57.0;49.0;2
137.0;46.0;35.0;1
141.0;37.0;41.0;1
97.0;42.0;37.0;1
118.0;51.0;44.0;1
108.0;92.0;10.0;0
117.0;33.0;25.0;1
113.0;45.0;31.0;1
116.0;59.0;6.0;2
123.0;70.0;19.0;0
143.0;44.0;47.0;1
134.0;49.0;54.0;2
154.0;35.0;51.0;0
97.0;39.0;56.0;2
106.0;17.0;11.0;2
130.0;41.0;34.0;2
132.0;92.0;70.0;2
111.0;42.0;16.0;1
134.0;38.0;52.0;1
131.0;26.0;21.0;0
95.0;32.0;21.0;2
108.0;21.0;16.0;2
121.0;69.0;27.0;0
94.0;19.0;11.0;2
115.0;33.0;58.0;2
145.0;28.0;52.0;0
134.0;21.0;12.0;0
116.0;32.0;13.0;1
94.0;28.0;6.0;2
132.0;71.0;17.0;0
119.0;28.0;21.0;0
96.0;65.0;22.0;1
60.0;42.0;14.0;2
112.0;36.0;42.0;0
114.0;36.0;49.0;2
147.0;30.0;52.0;0
120.0;39.0;59.0;2
120.0;59.0;35.0;2
97.0;43.0;22.0;1
97.0;36.0;24.0;1
112.0;30.0;20.0;1
105.0;29.0;13.0;2
102.0;16.0;10.0;2
143.0;72.0;1.0;2
148.0;35.0;55.0;0
105.0;38.0;24.0;1
102.0;25.0;18.0;2
143.0;41.0;35.0;1
111.0;29.0;22.0;1
105.0;71.0;47.0;2
133.0;42.0;36.0;1
134.0;47.0;41.0;1
154.0;32.0;56.0;0
109.0;18.0;44.0;0
110.0;37.0;11.0;2
142.0;48.0;44.0;1
154.0;33.0;50.0;0
105.0;78.0;37.0;1
123.0;46.0;25.0;1
130.0;51.0;56.0;2
108.0;42.0;35.0;1
149.0;32.0;52.0;0
140.0;31.0;39.0;0
95.0;24.0;13.0;2
115.0;48.0;32.0;0
126.0;42.0;12.0;1
103.0;30.0;9.0;2
116.0;63.0;22.0;1
137.0;37.0;44.0;1
132.0;49.0;39.0;2
95.0;24.0;11.0;2
113.0;63.0;38.0;2
108.0;51.0;25.0;1
113.0;40.0;13.0;1
139.0;37.0;26.0;2
109.0;24.0;15.0;2
124.0;58.0;53.0;2
114.0;32.0;9.0;1
129.0;76.0;9.0;0
136.0;25.0;22.0;0
137.0;38.0;45.0;1
123.0;58.0;35.0;2
104.0;53.0;14.0;2
110.0;47.0;5.0;1
136.0;56.0;33.0;2
122.0;23.0;49.0;0
132.0;43.0;20.0;2
153.0;30.0;52.0;0
117.0;60.0;26.0;2
76.0;52.0;26.0;2
153.0;35.0;45.0;0
118.0;62.0;24.0;0
95.0;21.0;18.0;2
98.0;40.0;16.0;0
139.0;93.0;22.0;0
148.0;20.0;6.0;2
102.0;23.0;22.0;2
117.0;76.0;17.0;0
129.0;72.0;18.0;0
116.0;46.0;18.0;1
127.0;62.0;30.0;2
151.0;33.0;48.0;0
148.0;34.0;47.0;0
112.0;47.0;1.0;1
122.0;44.0;25.0;1
125.0;56.0;9.0;0
104.0;34.0;23.0;0
139.0;39.0;41.0;1
116.0;48.0;26.0;0
121.0;42.0;28.0;1
150.0;42.0;44.0;0
115.0;54.0;55.0;2
122.0;32.0;28.0;1
95.0;26.0;20.0;2
124.0;35.0;10.0;1
113.0;38.0;23.0;1
127.0;20.0;30.0;0
109.0;34.0;15.0;1
109.0;27.0;17.0;2
120.0;65.0;12.0;0
121.0;37.0;13.0;1
122.0;60.0;15.0;1
99.0;24.0;14.0;2
152.0;38.0;53.0;0
98.0;40.0;7.0;1
119.0;50.0;31.0;1
100.0;33.0;13.0;1
92.0;32.0;32.0;1
114.0;46.0;23.0;1
100.0;34.0;6.0;1
150.0;30.0;52.0;0
116.0;64.0;33.0;1
113.0;75.0;17.0;0
110.0;41.0;1.0;1
147.0;36.0;33.0;2
97.0;17.0;34.0;0
96.0;46.0;7.0;1
121.0;48.0;29.0;0
126.0;44.0;59.0;2
91.0;28.0;22.0;2
114.0;42.0;22.0;0
106.0;43.0;18.0;1
98.0;23.0;10.0;2
126.0;79.0;15.0;0
115.0;26.0;22.0;1
140.0;48.0;29.0;2
139.0;54.0;66.0;2
111.0;78.0;12.0;0
151.0;32.0;45.0;0
90.0;26.0;14.0;2
127.0;55.0;40.0;2
118.0;77.0;18.0;0
153.0;34.0;56.0;0
126.0;56.0;23.0;1
103.0;18.0;15.0;2
131.0;70.0;26.0;0
146.0;26.0;43.0;2
141.0;40.0;44.0;1
134.0;54.0;47.0;1
134.0;82.0;24.0;0
135.0;35.0;37.0;1
104.0;21.0;15.0;2
113.0;38.0;21.0;1
115.0;26.0;19.0;1
98.0;29.0;18.0;2
144.0;53.0;42.0;1
95.0;25.0;12.0;2
146.0;47.0;42.0;1
108.0;41.0;32.0;1
150.0;39.0;46.0;0
136.0;20.0;31.0;0
143.0;77.0;33.0;2
95.0;32.0;21.0;1
96.0;26.0;20.0;1
127.0;80.0;16.0;0
137.0;49.0;43.0;1
99.0;26.0;15.0;2
111.0;27.0;28.0;0
124.0;32.0;30.0;0
107.0;33.0;22.0;1
107.0;21.0;19.0;1
116.0;64.0;22.0;0
131.0;48.0;29.0;2
112.0;31.0;30.0;1
105.0;26.0;16.0;2
118.0;81.0;18.0;0
119.0;39.0;2.0;1
118.0;23.0;34.0;0
137.0;50.0;40.0;1
125.0;52.0;38.0;2
140.0;40.0;51.0;0
104.0;48.0;2.0;1
101.0;25.0;19.0;2
149.0;41.0;52.0;0
111.0;46.0;21.0;1
140.0;60.0;37.0;2
133.0;46.0;51.0;1
127.0;70.0;30.0;2
106.0;46.0;35.0;0
102.0;52.0;23.0;1
102.0;20.0;9.0;2
151.0;37.0;45.0;0
116.0;67.0;55.0;2
103.0;59.0;25.0;1
118.0;60.0;19.0;0
129.0;85.0;28.0;0
116.0;66.0;34.0;1
135.0;33.0;35.0;0
146.0;33.0;46.0;0
141.0;65.0;74.0;2
110.0;65.0;20.0;0
151.0;35.0;47.0;0
143.0;40.0;37.0;1
123.0;46.0;19.0;2
140.0;45.0;28.0;2
128.0;64.0;56.0;2
106.0;85.0;23.0;2
110.0;42.0;11.0;1
109.0;48.0;34.0;1
142.0;44.0;43.0;1
115.0;46.0;12.0;1
152.0;24.0;48.0;0
94.0;24.0;32.0;1
100.0;25.0;11.0;2
92.0;19.0;17.0;2
123.0;26.0;19.0;1
112.0;59.0;30.0;1
101.0;41.0;13.0;1
142.0;48.0;38.0;1
151.0;32.0;54.0;0
104.0;33.0;22.0;1
144.0;33.0;36.0;0
116.0;44.0;53.0;2
105.0;60.0;10.0;1
123.0;70.0;37.0;2
98.0;29.0;17.0;2
118.0;80.0;24.0;0
121.0;76.0;12.0;0
113.0;81.0;41.0;0
117.0;27.0;34.0;0
116.0;64.0;25.0;0
107.0;22.0;11.0;2
132.0;31.0;25.0;2
105.0;83.0;48.0;2
104.0;49.0;15.0;1
128.0;38.0;45.0;0
101.0;41.0;31.0;1
99.0;28.0;9.0;1
119.0;81.0;33.0;0
109.0;34.0;23.0;0
136.0;62.0;26.0;2
127.0;33.0;62.0;2
125.0;41.0;22.0;2
148.0;33.0;51.0;0
109.0;51.0;11.0;1
104.0;59.0;34.0;1
109.0;49.0;5.0;1
128.0;86.0;60.0;2
102.0;24.0;19.0;2
99.0;29.0;17.0;2
148.0;36.0;51.0;0
87.0;56.0;26.0;1
125.0;31.0;24.0;0
145.0;36.0;54.0;0
153.0;31.0;53.0;0
121.0;45.0;9.0;1
120.0;38.0;31.0;2
132.0;71.0;52.0;2
109.0;47.0;9.0;1
114.0;62.0;29.0;2
151.0;34.0;51.0;0
109.0;80.0;25.0;0
101.0;46.0;21.0;2
106.0;44.0;30.0;2
94.0;46.0;14.0;1
132.0;39.0;44.0;1
124.0;72.0;22.0;0
114.0;32.0;42.0;0
98.0;30.0;10.0;2
99.0;23.0;10.0;2
113.0;66.0;22.0;0
130.0;74.0;22.0;0
155.0;30.0;57.0;0
125.0;96.0;24.0;0
122.0;32.0;49.0;0
114.0;62.0;11.0;0
147.0;31.0;37.0;2
133.0;40.0;43.0;1
100.0;30.0;16.0;1
141.0;42.0;45.0;1
137.0;52.0;45.0;1
133.0;48.0;7.0;2
153.0;30.0;57.0;0
106.0;68.0;20.0;2
120.0;82.0;50.0;2
134.0;47.0;37.0;1
126.0;30.0;20.0;2
158.0;39.0;44.0;0
159.0;29.0;43.0;0
139.0;51.0;60.0;1
141.0;39.0;55.0;0
149.0;39.0;59.0;0
116.0;81.0;1.0;2
104.0;18.0;9.0;2
120.0;82.0;8.0;0
109.0;49.0;30.0;1
127.0;43.0;23.0;2
153.0;38.0;48.0;0
105.0;30.0;10.0;2
107.0;31.0;30.0;1
139.0;51.0;34.0;1
117.0;39.0;30.0;1
105.0;32.0;16.0;1
144.0;37.0;31.0;1
112.0;53.0;35.0;2
120.0;78.0;12.0;0
134.0;74.0;39.0;2
115.0;38.0;28.0;1
155.0;33.0;52.0;0
104.0;37.0;12.0;1
140.0;89.0;32.0;0
149.0;41.0;35.0;1
116.0;69.0;19.0;0
100.0;27.0;18.0;2
109.0;47.0;28.0;2
130.0;32.0;44.0;2
159.0;34.0;51.0;0
118.0;41.0;2.0;1
111.0;33.0;22.0;1
146.0;47.0;37.0;1
92.0;22.0;7.0;2
120.0;30.0;22.0;2
118.0;76.0;17.0;0
142.0;56.0;68.0;2
126.0;64.0;67.0;2
101.0;22.0;10.0;2
104.0;36.0;27.0;1
116.0;62.0;29.0;2
148.0;34.0;48.0;0
96.0;27.0;13.0;2
105.0;30.0;17.0;1
86.0;34.0;1.0;2
102.0;27.0;5.0;2
133.0;43.0;32.0;2
112.0;48.0;35.0;2
114.0;41.0;8.0;1
123.0;40.0;63.0;2
109.0;41.0;10.0;1
149.0;41.0;54.0;0
97.0;41.0;27.0;1
148.0;38.0;50.0;1
114.0;52.0;14.0;1
101.0;17.0;15.0;2
121.0;71.0;15.0;0
100.0;30.0;19.0;2
118.0;39.0;30.0;1
128.0;24.0;32.0;0
117.0;53.0;45.0;1
150.0;36.0;56.0;0
147.0;64.0;52.0;2
142.0;28.0;19.0;2
137.0;46.0;17.0;0
102.0;22.0;16.0;2
101.0;33.0;23.0;1
104.0;38.0;34.0;1
146.0;38.0;54.0;0
124.0;58.0;18.0;1
120.0;47.0;25.0;1
103.0;53.0;35.0;1
151.0;38.0;44.0;0
149.0;51.0;36.0;2
139.0;34.0;24.0;2
146.0;51.0;41.0;1
128.0;38.0;26.0;0
116.0;47.0;1.0;1
132.0;45.0;32.0;2
127.0;77.0;3.0;0
151.0;35.0;49.0;0
128.0;57.0;12.0;2
117.0;45.0;18.0;1
107.0;31.0;11.0;1
105.0;26.0;16.0;2
97.0;45.0;29.0;1
104.0;42.0;32.0;1
121.0;48.0;1.0;2
124.0;76.0;30.0;0
113.0;23.0;32.0;0
100.0;79.0;20.0;2
129.0;24.0;28.0;0
105.0;73.0;8.0;0
98.0;40.0;18.0;1
110.0;45.0;20.0;1
148.0;32.0;52.0;0
129.0;29.0;39.0;0
108.0;36.0;16.0;0
126.0;33.0;36.0;0
150.0;36.0;47.0;0
113.0;82.0;18.0;2
142.0;48.0;44.0;1
112.0;66.0;2.0;2
96.0;50.0;11.0;1
110.0;26.0;14.0;2
105.0;42.0;21.0;0
121.0;32.0;19.0;1
104.0;23.0;20.0;2
101.0;21.0;15.0;2
108.0;41.0;30.0;1
126.0;35.0;20.0;0
117.0;71.0;19.0;0
133.0;47.0;43.0;1
137.0;47.0;59.0;2
115.0;30.0;24.0;1
110.0;82.0;19.0;0
150.0;49.0;38.0;1
89.0;67.0;51.0;2
130.0;40.0;12.0;1
100.0;64.0;19.0;2
94.0;62.0;16.0;2
147.0;50.0;39.0;1
104.0;23.0;14.0;0
121.0;68.0;22.0;2
124.0;92.0;27.0;0
119.0;49.0;54.0;1
127.0;89.0;9.0;0
122.0;41.0;34.0;0
138.0;57.0;59.0;2
111.0;51.0;7.0;1
119.0;81.0;23.0;0
110.0;43.0;28.0;1
121.0;65.0;7.0;0
101.0;33.0;12.0;2
143.0;42.0;35.0;1
122.0;43.0;1.0;2
153.0;33.0;59.0;0
122.0;36.0;20.0;0
102.0;31.0;18.0;2
138.0;55.0;35.0;1
140.0;46.0;35.0;1
110.0;80.0;28.0;2
125.0;38.0;30.0;0
150.0;36.0;49.0;0
139.0;57.0;26.0;2
111.0;34.0;6.0;1
127.0;71.0;28.0;2
99.0;49.0;50.0;2
117.0;33.0;30.0;0
149.0;34.0;45.0;0
133.0;80.0;22.0;0
112.0;60.0;20.0;1
131.0;35.0;56.0;2
114.0;71.0;12.0;0
128.0;82.0;24.0;0
109.0;47.0;16.0;1
129.0;41.0;55.0;2
145.0;46.0;39.0;1
111.0;53.0;7.0;1
151.0;40.0;42.0;0
114.0;34.0;20.0;1
132.0;47.0;22.0;2
132.0;74.0;47.0;2
97.0;36.0;26.0;1
98.0;27.0;23.0;2
138.0;51.0;44.0;2
95.0;35.0;20.0;1
134.0;39.0;41.0;1
93.0;29.0;19.0;2
114.0;33.0;36.0;0
141.0;52.0;42.0;1
105.0;36.0;17.0;2
106.0;22.0;13.0;2
101.0;51.0;19.0;1
118.0;78.0;13.0;0
130.0;23.0;42.0;0
109.0;32.0;34.0;0
115.0;47.0;39.0;2
127.0;37.0;54.0;2
132.0;45.0;50.0;2
157.0;32.0;48.0;0
130.0;48.0;46.0;1
114.0;61.0;22.0;0
113.0;16.0;31.0;0
128.0;26.0;37.0;0
93.0;28.0;14.0;2
123.0;47.0;28.0;1
105.0;36.0;6.0;1
111.0;71.0;53.0;2
155.0;37.0;38.0;1
100.0;27.0;19.0;2
114.0;81.0;13.0;0
155.0;27.0;51.0;0
141.0;47.0;30.0;1
101.0;38.0;29.0;1
130.0;44.0;42.0;1
117.0;48.0;40.0;0
117.0;60.0;24.0;0
124.0;68.0;22.0;0
91.0;50.0;35.0;1
94.0;21.0;13.0;2
102.0;26.0;17.0;2
102.0;31.0;19.0;1
114.0;58.0;1.0;2
115.0;23.0;16.0;0
102.0;23.0;10.0;2
115.0;27.0;21.0;0
108.0;25.0;20.0;2
134.0;57.0;40.0;2
136.0;50.0;21.0;2
120.0;22.0;41.0;0
107.0;45.0;17.0;2
140.0;46.0;40.0;1
122.0;32.0;43.0;2
112.0;55.0;49.0;2
109.0;60.0;5.0;1
145.0;32.0;51.0;2
148.0;45.0;42.0;1
126.0;83.0;10.0;0
132.0;43.0;21.0;2
133.0;82.0;64.0;2
123.0;33.0;32.0;0
119.0;84.0;24.0;0
120.0;22.0;26.0;0
113.0;32.0;15.0;1
152.0;35.0;48.0;0
97.0;57.0;27.0;1
132.0;43.0;6.0;2
128.0;33.0;45.0;0
154.0;24.0;53.0;0
111.0;34.0;18.0;1
113.0;54.0;39.0;2
105.0;23.0;14.0;2
133.0;37.0;41.0;1
107.0;30.0;46.0;0
113.0;86.0;38.0;2
156.0;33.0;46.0;0
103.0;51.0;9.0;1
133.0;40.0;50.0;2
135.0;52.0;32.0;2
115.0;35.0;19.0;1
119.0;47.0;30.0;0
100.0;29.0;13.0;2
115.0;74.0;32.0;0
152.0;40.0;53.0;0
116.0;66.0;18.0;0
100.0;23.0;20.0;2
114.0;46.0;9.0;1
132.0;85.0;18.0;0
101.0;25.0;18.0;2
108.0;37.0;21.0;1
80.0;78.0;33.0;2
